cartodb_id,the_geom,field_1,centroid,lat,long,count,source_cartodb_id,source_field_1
4541,0101000020E610000038C81CB25E7F52C09869DA49ED5E4440,matao1013,POINT,40.74161647,-73.99015477,8,3,nyc
4545,0101000020E610000024E4CD2B687F52C0E4BF1F02B75E4440,GooleyChris,POINT,40.73995997,-73.9907331,8,3,nyc
4578,0101000020E6100000F75965A6747F52C0551D8BD0FC5D4440,GeorgeInaki,POINT,40.73427779,-73.99149475,8,3,nyc
4579,0101000020E610000031ADD19BDF7E52C0A17EFE18C65D4440,Mr_BrandonLewis,POINT,40.73260796,-73.98239799,8,3,nyc
4584,0101000020E61000002C2998AD4C8052C08FE964042F5E4440,marksborden,POINT,40.73580985,-74.00468006,8,3,nyc
4586,0101000020E610000090DD054A0A8052C02E9276A38F5D4440,NayoJonesMusic,POINT,40.730946,-74.000628,8,3,nyc
4595,0101000020E61000008D66E1C2AC7F52C040D1860DE05D4440,julia_rehwald,POINT,40.73340005,-73.99491951,8,3,nyc
4627,0101000020E6100000E96488E7D57F52C0BEF92E21765F4440,bellatextores,POINT,40.74579253,-73.99743069,8,3,nyc
4638,0101000020E610000020717608AF7F52C016553B9AD55E4440,danicargon,POINT,40.74089363,-73.99505817,8,3,nyc
4653,0101000020E610000079909E22477F52C06264EA2AB45E4440,bryan_atienza,POINT,40.73987328,-73.98871675,8,3,nyc
4654,0101000020E61000005A089BCFB37E52C0CCBBE2902A5D4440,auripvilla,POINT,40.72786151,-73.97972479,8,3,nyc
4675,0101000020E610000054EDAA72677F52C073D2C11BCE5D4440,GothamBurgerSC,POINT,40.73285243,-73.99068896,8,3,nyc
4681,0101000020E6100000DD2CFB01917F52C0ADA7B118D05E4440,alanfan,POINT,40.7407256,-73.99322557,8,3,nyc
4692,0101000020E6100000E91DFA30737E52C0CC2190E8F15D4440,Eleonoracarisi,POINT,40.73394496,-73.97578072,8,3,nyc
4706,0101000020E6100000420BC7FBCA7F52C062156F641E5E4440,LoveIncMag,POINT,40.7353025,-73.99676413,8,3,nyc
4714,0101000020E6100000BEB2A06A537F52C0B23C9B973B5E4440,MrZackeryWalls,POINT,40.73619361,-73.98946634,8,3,nyc
4741,0101000020E6100000E996C228ED7E52C0B3670911F45D4440,johnmorgan726,POINT,40.73401082,-73.98322505,8,3,nyc
4743,0101000020E6100000F724EAE4507F52C03D2D791B9F5D4440,eliotwilde,POINT,40.73141807,-73.98931239,8,3,nyc
4762,0101000020E6100000952E37F79B7F52C053168DCE5C5E4440,byllyon,POINT,40.73720724,-73.99389439,8,3,nyc
4781,0101000020E6100000A45079E8F97F52C0B0FE328CF95E4440,bohan,POINT,40.74199059,-73.99962818,8,3,nyc
4822,0101000020E610000095D6BE04577F52C0A8BC2552FD5E4440,JosephRomanoff,POINT,40.74210574,-73.98968619,8,3,nyc
4859,0101000020E61000008CF1274B298052C06FCA8934F95D4440,taralipinski,POINT,40.73416764,-74.00252036,8,3,nyc
4862,0101000020E6100000FD9B1F98467F52C02D3FD3BF625E4440,SHORTSKID,POINT,40.73738859,-73.98868373,8,3,nyc
4890,0101000020E6100000370C514BD47F52C0CC081456CF5D4440,ericajamesssss,POINT,40.7328899,-73.99733241,8,3,nyc
4891,0101000020E6100000E5499019418052C0F48855AC2F5E4440,mstacks,POINT,40.73582987,-74.00397338,8,3,nyc
4917,0101000020E6100000A3E03155537F52C0CBD46694955D4440,123DOrtiz,POINT,40.73112731,-73.98946123,7,3,nyc
4924,0101000020E61000002C706880C17E52C069A9FE39335D4440,stoolboom,POINT,40.72812581,-73.9805604,7,3,nyc
4929,0101000020E610000088B55B3FBB7E52C00C6B530A745E4440,jaynycpix,POINT,40.73791627,-73.98017868,7,3,nyc
4957,0101000020E61000007353FB5BDF7E52C0F73F1B14A85E4440,liz_adventures,POINT,40.73950435,-73.98238277,7,3,nyc
4966,0101000020E610000031EC9350B87F52C03AD594438F5D4440,MelissaArrrgh,POINT,40.73093457,-73.99562468,7,3,nyc
4970,0101000020E6100000CA445BDF118052C0AA66D652C05F4440,TyqaunW,POINT,40.74805675,-74.00109085,7,3,nyc
4977,0101000020E6100000A7F31B058C7F52C0BE380A73AF5D4440,sanshoscott,POINT,40.73191679,-73.99292114,7,3,nyc
4996,0101000020E6100000F5BBD143447F52C0CB083564385D4440,JulianVModesto,POINT,40.72828343,-73.98854156,7,3,nyc
5005,0101000020E61000009F3E7E46547F52C02502175C5A5D4440,FaigyM,POINT,40.72932006,-73.98951876,7,3,nyc
5013,0101000020E6100000AC755E3A188052C0AC5A90353C5E4440,kennykim,POINT,40.73621244,-74.00147876,7,3,nyc
5025,0101000020E61000004478AC003C8052C035B0D9BAE95E4440,wmagbiel,POINT,40.74150787,-74.00366227,7,3,nyc
5029,0101000020E61000006EA2D802A97E52C090803410095D4440,LexiLane,POINT,40.72683909,-73.97906562,7,3,nyc
5044,0101000020E610000011DD7903087F52C097B9AFB9D95D4440,williamempey,POINT,40.73320695,-73.98486411,7,3,nyc
5048,0101000020E61000000D3DDEBB787F52C0092669C46D5D4440,MichaelBroder,POINT,40.72991233,-73.99174401,7,3,nyc
5065,0101000020E610000016862B14A77F52C06C8B5B9A955E4440,BigReDaley,POINT,40.73894052,-73.99457268,7,3,nyc
5083,0101000020E61000008D3DFF66378052C00C5A48C0685F4440,RajathNY1,POINT,40.74538425,-74.00338149,7,3,nyc
5089,0101000020E6100000F7B140C3747F52C07BAFADE11A5D4440,cartierroadster,POINT,40.72738286,-73.99150163,7,3,nyc
5090,0101000020E6100000C2EE8513627F52C037E056EE435E4440,DaytonaOfficial,POINT,40.73644809,-73.9903611,7,3,nyc
5119,0101000020E6100000FBF302268F7F52C08D0A7B5E9A5D4440,Cuisinivity,POINT,40.73127347,-73.99311209,7,3,nyc
5138,0101000020E6100000F2D49FD4097F52C05499D664955E4440,pichetong,POINT,40.73893414,-73.98497501,7,3,nyc
5155,0101000020E6100000A485B28DCB7F52C01700998C995E4440,Souljaian,POINT,40.73906095,-73.99679892,7,3,nyc
5157,0101000020E61000006A9C76C6717E52C04F0E97035A5D4440,mmmm_foood,POINT,40.72930951,-73.97569429,7,3,nyc
5188,0101000020E6100000B5268A4E9E7F52C0F849DECEF85E4440,djneilarmstrong,POINT,40.74196802,-73.99403728,7,3,nyc
5192,0101000020E610000093923723778052C08E4E0AB1025F4440,koji_u_u,POINT,40.74226964,-74.00727158,7,3,nyc
5196,0101000020E6100000073C17E34F7F52C0B9A91EBCB85D4440,eminoraddnine,POINT,40.73220016,-73.98925092,7,3,nyc
5222,0101000020E61000001F0069E6667E52C007BCE54DF25D4440,caseybracks,POINT,40.73395704,-73.97503052,7,3,nyc
5230,0101000020E6100000515CC091617E52C0DFC8FAD5355D4440,LeHayPress,POINT,40.72820544,-73.97470516,7,3,nyc
5241,0101000020E61000007911D862987F52C0FE0393B89A5D4440,DoubleNRich,POINT,40.73128421,-73.99367591,7,3,nyc
5258,0101000020E6100000918AB5AE077F52C0F4D3A8552E5E4440,MarcUrselli,POINT,40.73578902,-73.9848439,7,3,nyc
5268,0101000020E6100000F9C9490FE07F52C045F34232CB5E4440,CAFETERIAnyc,POINT,40.74057606,-73.99805052,7,3,nyc
5275,0101000020E6100000A1604A4DD07F52C0D8C8E0EE4D5F4440,hachichou,POINT,40.74456583,-73.99708874,7,3,nyc
5276,0101000020E610000098D3AFBE0B8052C004AC97D7785D4440,MelodieJeng,POINT,40.73025031,-74.00071685,7,3,nyc
5291,0101000020E610000008C388969F7F52C0AFA591E0575E4440,heyemmahey,POINT,40.7370568,-73.99411548,7,3,nyc
5311,0101000020E610000026915C823C7F52C06A73524EEA5D4440,JackPElliott,POINT,40.73371295,-73.98806819,7,3,nyc
5330,0101000020E6100000C527D7F3F97E52C0A28F2200725D4440,LuckyMagazine,POINT,40.73004152,-73.98400589,7,3,nyc
5331,0101000020E6100000B681BF880B8052C0B5C03F21125E4440,GinoBambino23,POINT,40.73492828,-74.00070399,7,3,nyc
5353,0101000020E6100000C4D59EE5FB7E52C00272D3B0295D4440,reihan,POINT,40.7278348,-73.98412457,7,3,nyc
5381,0101000020E610000065B56DD6687F52C0F9EC4640015E4440,sananassar,POINT,40.73441318,-73.99077378,7,3,nyc
5397,0101000020E6100000F19ADBAD3A7F52C005A7FC736A5E4440,JJolorte,POINT,40.73762369,-73.98795649,7,3,nyc
5422,0101000020E61000005FCD439E4B7F52C08F309090165E4440,MadSchreibs,POINT,40.73506362,-73.98899037,7,3,nyc
5447,0101000020E6100000FA6D8080127F52C01566CA1C055E4440,Gerick,POINT,40.73453102,-73.98550427,7,3,nyc
5471,0101000020E61000008102942BA17F52C0297B4B39DF5D4440,mastur_bae,POINT,40.73337475,-73.99421205,7,3,nyc
5480,0101000020E6100000C29B3DE9A77F52C041E01666005F4440,carlvlewis,POINT,40.74219967,-73.99462348,7,3,nyc
5481,0101000020E6100000008716FA9C7E52C0D8C090B49F5D4440,InspiredWordNYC,POINT,40.73143632,-73.97833111,7,3,nyc
5493,0101000020E6100000CBB91457957F52C0DAA1ABBE845E4440,aandrewramirezz,POINT,40.73842605,-73.99349,7,3,nyc
5497,0101000020E6100000ED5024CAA47F52C068435953B45E4440,zac_daniel96,POINT,40.7398781,-73.99443296,7,3,nyc
5518,0101000020E6100000066A8C31CB7F52C05EDDCA75C75D4440,blakewwaranch,POINT,40.73264954,-73.99677695,7,3,nyc
5544,0101000020E61000008D7361C5657F52C0C912E7F2305F4440,FlyingTV,POINT,40.7436813,-73.99058661,7,3,nyc
5556,0101000020E610000058D15945438052C0E537D8DD345F4440,UndrcvrMother,POINT,40.74380086,-74.00410589,7,3,nyc
5564,0101000020E6100000B8CEBF5DB67F52C0B1E1444F255E4440,bartobetsy,POINT,40.7355136,-73.99550575,7,3,nyc
5582,0101000020E6100000CBE44825047F52C0FCF37EEDAA5E4440,Jenntsai,POINT,40.7395913,-73.98462803,7,3,nyc
5587,0101000020E6100000D97834FE527F52C01E166A4D735D4440,panacirema,POINT,40.73008125,-73.98944049,7,3,nyc
5597,0101000020E6100000679F64FE537F52C066AE8000215E4440,TheColorPenny,POINT,40.73538214,-73.98950157,7,3,nyc
5599,0101000020E6100000FA607C45357F52C00AF0C4496D5D4440,sekiyama,POINT,40.72989771,-73.98762643,7,3,nyc
5600,0101000020E61000009A5F8BE5AF7F52C06DB13621885E4440,emilyrose_tcb,POINT,40.73852935,-73.99511088,7,3,nyc
5609,0101000020E61000004BA20BA8FF7E52C0149F3350B65D4440,BethH914,POINT,40.73212626,-73.98435403,7,3,nyc
5641,0101000020E6100000AF1EDE10368052C0BE63FC248C5E4440,PopInc,POINT,40.73865187,-74.00329992,7,3,nyc
5645,0101000020E6100000BE418366BA7F52C0ACFDDF09A45D4440,Reneeswaynyc,POINT,40.73156856,-73.99575198,7,3,nyc
5684,0101000020E6100000589C20A0B17F52C0BB977F1DCD5D4440,thewolfryan,POINT,40.73282212,-73.9952164,6,3,nyc
5685,0101000020E6100000CB436CD17E7E52C030952309E75D4440,BeautiAnBeast,POINT,40.73361315,-73.97649036,6,3,nyc
5686,0101000020E6100000AE735F10498052C09E57C02D6D5F4440,sami_doci,POINT,40.74551937,-74.00445947,6,3,nyc
5711,0101000020E610000032F160EE477F52C05BE9D6E7415D4440,CassCassBoBass,POINT,40.72857378,-73.98876533,6,3,nyc
5714,0101000020E61000008A93FB1D0A7F52C06679264DE65C4440,PaoloCarranceja,POINT,40.72577824,-73.9849925,6,3,nyc
5717,0101000020E6100000823109B4C77F52C057DC2C1C105F4440,DuffyA76,POINT,40.74267914,-73.99656392,6,3,nyc
5728,0101000020E610000035F74663238052C0162FBBCC555F4440,ashoonk,POINT,40.7448059,-74.0021599,6,3,nyc
5748,0101000020E61000005ACCD77ED57F52C03442E4993C5E4440,RoadsBestTravel,POINT,40.7362244,-73.99740573,6,3,nyc
5770,0101000020E6100000BE476020867E52C08B2C5FB86F5D4440,elmerc,POINT,40.72997193,-73.97693643,6,3,nyc
5784,0101000020E61000007D1443AC9D7F52C0A2FE484B445D4440,paytonselzer,POINT,40.72864667,-73.99399859,6,3,nyc
5803,0101000020E61000006BC936B2638052C0AB784401B25F4440,SEANBROWNJR_,POINT,40.74761978,-74.00608497,6,3,nyc
5808,0101000020E610000011D6CE49927F52C04865508EFE5E4440,PrettyConnected,POINT,40.74214343,-73.99330373,6,3,nyc
5836,0101000020E6100000DB1C840C267F52C0468D53BEB15D4440,joshuaskylar,POINT,40.7319868,-73.98669732,6,3,nyc
5844,0101000020E61000008E3953117C7F52C0E842D57D3A5F4440,wwd_jp,POINT,40.74397252,-73.99194749,6,3,nyc
5852,0101000020E6100000A43C6F3A747F52C06AB6FA03485E4440,jactaylor__,POINT,40.73657274,-73.99146901,6,3,nyc
5887,0101000020E6100000B10E70D65A7F52C09D8CBF27B55E4440,PlaybillMattB,POINT,40.73990342,-73.98991929,6,3,nyc
5891,0101000020E6100000FB9529415A7E52C0557844434E5D4440,tootnanny,POINT,40.72895089,-73.9742587,6,3,nyc
5909,0101000020E6100000747E48C7AE7F52C0FE9112501B5E4440,martajude,POINT,40.73520852,-73.99504263,6,3,nyc
5913,0101000020E61000004F200D23D47F52C0E16C29D65F5F4440,ClintPHenderson,POINT,40.7451122,-73.99732281,6,3,nyc
5929,0101000020E61000003F04D16A337F52C0A485B28DCB5E4440,AnthonyLs87,POINT,40.74058696,-73.98751326,6,3,nyc
5935,0101000020E61000000E6996FCF67E52C0D5EBF572C85D4440,mikey_del_rey,POINT,40.73267972,-73.98382487,6,3,nyc
5947,0101000020E6100000A3A4F23C598052C0BEDD2FF2745F4440,brookedevard,POINT,40.74575641,-74.00544666,6,3,nyc
5954,0101000020E6100000AA2E5C2DE27E52C06E21E1DE295E4440,Eli_Fieldstadt,POINT,40.73565279,-73.98255476,6,3,nyc
5962,0101000020E61000005D237A00A87F52C054712533455E4440,CourtAScott,POINT,40.73648681,-73.99462902,6,3,nyc
5976,0101000020E61000007D23BA679D7F52C0E78B7BFB0C5F4440,AleMagni_AM,POINT,40.74258369,-73.99398225,6,3,nyc
5979,0101000020E610000038A9603B358052C01557B68B405E4440,dancedeets,POINT,40.73634478,-74.00324902,6,3,nyc
5981,0101000020E61000006615B2CA777F52C0A287B1B75A5E4440,bitterabbit,POINT,40.73714348,-73.99168651,6,3,nyc
5995,0101000020E6100000335D5F56AE7F52C073071CCF885F4440,skennn,POINT,40.74636258,-73.99501571,6,3,nyc
6034,0101000020E6100000069156C6907F52C094087D7ED25E4440,britghouse,POINT,40.74079877,-73.99321135,6,3,nyc
6039,0101000020E610000084A2929DEB7E52C09211E545055E4440,nattyrocberry,POINT,40.73453592,-73.98313083,6,3,nyc
6042,0101000020E6100000A1B9D25BD17F52C09B9E241B975E4440,lovenorabeauty_,POINT,40.73898639,-73.99715324,6,3,nyc
6055,0101000020E6100000E82552DCE97F52C08EAC806BBC5D4440,Kelsey_Bulmer,POINT,40.73231262,-73.99864872,6,3,nyc
6068,0101000020E61000001844A4A65D8052C0C251F2EA1C5F4440,HLBallroom,POINT,40.74307,-74.005716,6,3,nyc
6071,0101000020E61000008D225270C47F52C0D4FFA4671B5F4440,matthewjohndaly,POINT,40.74302383,-73.99636467,6,3,nyc
6120,0101000020E61000000550AD3A027F52C0BD0995EAC85E4440,MegsOMalls,POINT,40.74050648,-73.98451106,6,3,nyc
6132,0101000020E61000006CB5E276437E52C081BD9903CA5D4440,ICNYsport,POINT,40.73272748,-73.9728677,6,3,nyc
6144,0101000020E610000030675301797E52C013D38558FD5C4440,EventDetailsNYC,POINT,40.7264815,-73.97613557,6,3,nyc
6146,0101000020E61000006EF1B6F3797F52C09F192732B15D4440,Haannnahrose,POINT,40.73197009,-73.99181836,6,3,nyc
6185,0101000020E61000001B97169A507F52C0FFE7305FDE5E4440,trpiii,POINT,40.74116125,-73.98929455,6,3,nyc
6211,0101000020E6100000AF3A5907537F52C016E52DB2F85C4440,BryanRawlinson,POINT,40.7263396,-73.98944267,6,3,nyc
6214,0101000020E6100000B90DB44C107F52C0E4C2DC491F5E4440,glenndunks,POINT,40.73532985,-73.98536985,6,3,nyc
6216,0101000020E61000000788D561BD7F52C0459E034FCA5D4440,NoLeftovers_,POINT,40.73273647,-73.99593397,6,3,nyc
6280,0101000020E610000005FAA7C81F7F52C0D32AE1A6925D4440,ashandtwitties,POINT,40.73103796,-73.98631493,6,3,nyc
6286,0101000020E6100000E1CBC849B67F52C0FCCB0767645F4440,QueenAlexandra_,POINT,40.74525154,-73.99550099,6,3,nyc
6296,0101000020E61000003A2E57FDD97E52C08956B45A5C5E4440,antoniorealty,POINT,40.73719343,-73.98205503,6,3,nyc
6309,0101000020E610000066A5C5F0437F52C04BA2A87D045E4440,MattYeackel,POINT,40.73451205,-73.98852176,6,3,nyc
6321,0101000020E610000098256C052E8052C06A7229950D5F4440,NYCShutterspeed,POINT,40.74260201,-74.00280891,6,3,nyc
6332,0101000020E6100000F72901107B7F52C05F002BD1235E4440,CrossFitUnionSq,POINT,40.73546805,-73.99188614,6,3,nyc
6340,0101000020E6100000CC46E7FC148052C0F73B1405FA5E4440,CITIPUPS,POINT,40.742005,-74.001281,6,3,nyc
6346,0101000020E610000032A5FD280D7F52C03FB61B33BF5C4440,Ian_Glazer,POINT,40.72458495,-73.98517823,6,3,nyc
6376,0101000020E6100000B7DC0D60597E52C02265F63FE15D4440,MariamGallierx,POINT,40.73343658,-73.97420503,6,3,nyc
6407,0101000020E6100000926C9EB8D67F52C032742EBD645D4440,ItsAlexO_,POINT,40.72963681,-73.99748054,6,3,nyc
6410,0101000020E610000099DF40B3B17F52C08A8096F07C5F4440,juliabacchetti,POINT,40.74600036,-73.99522096,6,3,nyc
6415,0101000020E6100000600BB41A567F52C03C34A80D395E4440,Blowmoney_Kev,POINT,40.73611613,-73.98963039,6,3,nyc
6416,0101000020E6100000B5D9FDCFC67F52C01DBF9E4CAF5D4440,DancnNancn,POINT,40.73191221,-73.99650955,6,3,nyc
6436,0101000020E61000009A92EEDFA37E52C0E1329F5A1A5E4440,j_prota,POINT,40.73517926,-73.97875212,6,3,nyc
6450,0101000020E6100000C05DB4CF7C7F52C03D876CFFCE5E4440,LoliLo13,POINT,40.74069207,-73.99199288,6,3,nyc
6469,0101000020E6100000FF25A94CF17E52C00915C1A49D5D4440,MattMcClary,POINT,40.7313734,-73.98347775,6,3,nyc
6472,0101000020E61000004E607CC9AD7F52C0344AB80C8F5E4440,a_nicolebaby,POINT,40.73874053,-73.99498212,6,3,nyc
6494,0101000020E61000005F7EA7C98C7F52C028D36872315E4440,ClubClioUSA,POINT,40.735884,-73.992968,6,3,nyc
6514,0101000020E610000028680F8B437F52C0922B8A91045F4440,TODANEWYORK,POINT,40.74232692,-73.98849751,6,3,nyc
6530,0101000020E610000008688D07BC8052C059E3E8015E5E4440,chizog,POINT,40.73724388,-74.01147641,6,3,nyc
6537,0101000020E610000007403F00677F52C0C6CCF401B75D4440,AFether,POINT,40.73214745,-73.99066168,6,3,nyc
6560,0101000020E61000005D9ACF777F7E52C0083B28D57C5D4440,stepho562,POINT,40.73037209,-73.97653003,6,3,nyc
6562,0101000020E6100000CA152002757F52C0C8E7BA95CA5D4440,mpcuomo,POINT,40.7327449,-73.99151662,6,3,nyc
6567,0101000020E6100000C4087EA78B7F52C0F0611F329F5D4440,amanda_regalado,POINT,40.73142077,-73.99289882,6,3,nyc
6607,0101000020E6100000B6D9F55E7E7F52C0D87F7C8D4D5D4440,ChriisCruz,POINT,40.72892922,-73.99208807,6,3,nyc
6611,0101000020E61000008AF42E20AC7F52C08AFF01F7385D4440,kylisingh,POINT,40.72830093,-73.99488072,6,3,nyc
6614,0101000020E6100000366434D91C7F52C0A6606CA5005D4440,sharin1,POINT,40.72658222,-73.98613577,6,3,nyc
6619,0101000020E6100000CE128D83457F52C0CE60009FA75D4440,jodinasser,POINT,40.73167789,-73.98861779,6,3,nyc
6622,0101000020E610000077546FECDD7E52C020D20C35CC5C4440,Alifink,POINT,40.72498191,-73.98229514,6,3,nyc
6626,0101000020E61000002241A7D6718052C01290694C8C5F4440,EidolonFineArts,POINT,40.74646907,-74.00694815,6,3,nyc
6642,0101000020E610000086BBC4A2337F52C059772445815D4440,RobMancinelli,POINT,40.73050751,-73.9875266,6,3,nyc
6654,0101000020E61000003C95FC1D847E52C00F26E6D5905D4440,RoseyFBaby1,POINT,40.73098253,-73.97681379,6,3,nyc
6657,0101000020E6100000E87A0D87067F52C07CFF726FF65E4440,sleepyboo,POINT,40.74189561,-73.98477341,6,3,nyc
6660,0101000020E6100000F727C83AE27E52C0A896A5847D5D4440,carolyn_strum,POINT,40.73039301,-73.98255796,6,3,nyc
6672,0101000020E6100000A328A7A8C07F52C0B6A4DDC7555F4440,nymaddie,POINT,40.74480532,-73.99613396,6,3,nyc
6685,0101000020E610000036C82423678052C0AF09698D415F4440,HansFleuriot,POINT,40.744188,-74.006295,6,3,nyc
6702,0101000020E6100000C64EBA25E07F52C09C9AB270E55D4440,MARKinthemaking,POINT,40.73356446,-73.99805587,6,3,nyc
6714,0101000020E61000000F1F227F7A7F52C00BEABE10305E4440,Urbancocktail,POINT,40.73584184,-73.9918516,6,3,nyc
6721,0101000020E6100000C001F3B1B77F52C0576D69FB785F4440,brelow,POINT,40.74587958,-73.99558686,6,3,nyc
6745,0101000020E6100000B5EEB46F8D7F52C064B12C1CB15E4440,MarketsNYC,POINT,40.73977997,-73.99300759,6,3,nyc
6750,0101000020E6100000B24257439E7E52C02227E17CC95D4440,joshpindjak,POINT,40.73271142,-73.97840961,6,3,nyc
6762,0101000020E6100000D20BA9684D7F52C06E6C3488285F4440,llejja,POINT,40.74342444,-73.98909966,6,3,nyc
6788,0101000020E61000002AF67E40337F52C0686E6C13FA5D4440,jfporchez,POINT,40.73419421,-73.98750317,5,3,nyc
6805,0101000020E6100000FF3F2D8A477F52C05BD6F5F2D85D4440,changchiwen,POINT,40.73318326,-73.98874144,5,3,nyc
6825,0101000020E6100000A101ABD9F97E52C0F156A714055D4440,renatocostaneto,POINT,40.72671755,-73.98399965,5,3,nyc
6829,0101000020E61000000776A15E957F52C02ED9E34BC95E4440,NekyRomero,POINT,40.74051808,-73.9934918,5,3,nyc
6833,0101000020E6100000C59C56C0F37F52C0BD0ADFB18E5D4440,CharliePride,POINT,40.7309172,-73.9992524,5,3,nyc
6846,0101000020E610000025C01B98FD7E52C0D46959CE105E4440,janeelkins,POINT,40.73488788,-73.98422816,5,3,nyc
6881,0101000020E61000009A4A587E4D7F52C02D7278D6A85D4440,_misszykirah_,POINT,40.73171502,-73.98910483,5,3,nyc
6885,0101000020E610000070498A9F318052C0FA204FBB2D5E4440,FragosoMiaou,POINT,40.73577062,-74.00302876,5,3,nyc
6915,0101000020E61000006680F214C57E52C0C81231804B5E4440,JohnnyGotham,POINT,40.7366791,-73.98077892,5,3,nyc
6932,0101000020E6100000DDFA9FB2507E52C0070951BEA05D4440,MiroUskokovic,POINT,40.731468,-73.9736754,5,3,nyc
6971,0101000020E6100000EF0BE014F37E52C0C8663F39A75E4440,alexandramutti,POINT,40.73947826,-73.98358652,5,3,nyc
6992,0101000020E6100000D90C2E25A47F52C05427770A7F5E4440,KromRunningLate,POINT,40.73825198,-73.99439363,5,3,nyc
6997,0101000020E610000031078363BD7F52C094CEF2020D5F4440,Maria_Paviato,POINT,40.74258458,-73.99593437,5,3,nyc
7008,0101000020E6100000CE9BD4E1B27F52C01C0BC866E05E4440,TeevonTeePhoto,POINT,40.74122319,-73.9952931,5,3,nyc
7028,0101000020E6100000243582C7967F52C08D27E5624A5D4440,avishaiw,POINT,40.72883259,-73.99357784,5,3,nyc
7032,0101000020E6100000AE570528157F52C0E89EF9C5BA5E4440,HedgeFunNY,POINT,40.74007487,-73.98566628,5,3,nyc
7049,0101000020E610000038637F76138052C024DAC854C55F4440,GenaLynnn,POINT,40.74820957,-74.00118792,5,3,nyc
7054,0101000020E6100000B172A23C777F52C0E2086BC6965E4440,RosieCheera,POINT,40.73897629,-73.99165264,5,3,nyc
7056,0101000020E6100000148DBD30BC7F52C0FDD6D2CC285E4440,paolaurbano__,POINT,40.73562012,-73.99586123,5,3,nyc
7058,0101000020E610000066FDC11B2D8052C0115D8A8ABC5F4440,C_EclecticStyle,POINT,40.74794132,-74.0027532,5,3,nyc
7079,0101000020E610000079B63FFEAF7F52C0FCA15F7CCD5D4440,andreplaut,POINT,40.73283343,-73.99511677,5,3,nyc
7089,0101000020E61000002741A820F97F52C0282F8DBAB15E4440,Cheyenne_Lutek,POINT,40.73979885,-73.99958054,5,3,nyc
7118,0101000020E6100000B5EBB50BD37F52C01CAD309EBD5E4440,RimshaSultan,POINT,40.74016168,-73.99725621,5,3,nyc
7123,0101000020E610000074E558839C7F52C02A9B07EA735D4440,elana_,POINT,40.73009992,-73.9939278,5,3,nyc
7126,0101000020E610000005EF160EE57E52C0B1100465265E4440,panurgic,POINT,40.73554671,-73.98273041,5,3,nyc
7133,0101000020E610000069AC5857208052C0699E2B63A65E4440,socialdiva,POINT,40.73945274,-74.00197395,5,3,nyc
7148,0101000020E6100000DE793DF3CD7E52C0DE6234E14D5E4440,MaltandMold,POINT,40.7367517,-73.9813202,5,3,nyc
7151,0101000020E610000047B7D229577F52C03A5C69219A5E4440,AustinHafer,POINT,40.73907869,-73.98969503,5,3,nyc
7156,0101000020E61000000DFA14F8B17F52C0F6B106182B5E4440,redrummm87,POINT,40.73569012,-73.99523737,5,3,nyc
7164,0101000020E6100000673FD67C2A7F52C09912E6C9775D4440,JesperAndersoon,POINT,40.73021816,-73.98696824,5,3,nyc
7175,0101000020E6100000ED8B7C45947F52C077CC69E42D5E4440,typicalkaitlin,POINT,40.73577552,-73.99342477,5,3,nyc
7228,0101000020E61000001A7C0EEAEA7F52C00702E8207D5E4440,KaitMaeMae,POINT,40.73819362,-73.99871303,5,3,nyc
7234,0101000020E6100000532CD0513B8052C0088AC4A97B5E4440,TMaestro33,POINT,40.7381489,-74.00362058,5,3,nyc
7235,0101000020E6100000854E3A57757F52C0A93869754D5D4440,fuckingsenpai_,POINT,40.72892635,-73.99153691,5,3,nyc
7241,0101000020E61000001226F701297F52C09FBED0E91A5D4440,laurenduca,POINT,40.72738383,-73.98687791,5,3,nyc
7245,0101000020E61000006CD076D0157F52C027E394907A5D4440,SonyaMeesh,POINT,40.73030288,-73.98570644,5,3,nyc
7255,0101000020E6100000A1AA5BA0517F52C04DF543F0685D4440,speakman,POINT,40.72976497,-73.98935708,5,3,nyc
7258,0101000020E61000005A995376387F52C02F9A7C50A35E4440,zeeshanlakhani,POINT,40.73935896,-73.98782118,5,3,nyc
7265,0101000020E61000007F43B0C33B7F52C0B7270650A55D4440,baratunde,POINT,40.73160744,-73.98802273,5,3,nyc
7269,0101000020E6100000C8593BFE497F52C0845338E5FE5E4440,Manneeni,POINT,40.74215379,-73.98889118,5,3,nyc
7272,0101000020E6100000897A03C44B7F52C03700FA01385E4440,KelvinGary,POINT,40.73608422,-73.98899937,5,3,nyc
7286,0101000020E61000009A6804D9BA7F52C073546631CE5E4440,simeonkguss,POINT,40.74066751,-73.99577928,5,3,nyc
7311,0101000020E6100000BB37F19BE37F52C0264AADBDF05E4440,Kjinx13,POINT,40.74172183,-73.99826716,5,3,nyc
7330,0101000020E610000015585B0C398052C00988CDF0B45E4440,nobregamclara,POINT,40.73989687,-74.00348195,5,3,nyc
7339,0101000020E61000005DBDEDB6497F52C0A5006ACD835E4440,KCubes,POINT,40.73839729,-73.98887418,5,3,nyc
7341,0101000020E610000015FB9143C07F52C0C2D3F1B98F5E4440,reconnoitreLA,POINT,40.73876118,-73.99610986,5,3,nyc
