cartodb_id,the_geom,field_1,centroid,lat,long,count,source_cartodb_id,source_field_1
10090,0101000020E61000001CBEBF206D7F52C0D7DBA846165E4440,Marthh1,POINT,40.73505481,-73.99103564,4,2,mn
10091,0101000020E6100000655F2648747F52C0979880C2CD5D4440,frabjous_av,POINT,40.73284179,-73.99147228,4,2,mn
10138,0101000020E6100000566FE4EC238052C089F87FBCF45D4440,kendrakicks,POINT,40.73403126,-74.00219271,4,2,mn
10158,0101000020E610000001655B1FB97E52C0C93358060F5D4440,summersplashlv,POINT,40.72702102,-73.98004898,4,2,mn
10169,0101000020E6100000905500429A7F52C0A1B58930D15D4440,oliveawhite,POINT,40.73294646,-73.99379015,4,2,mn
10192,0101000020E610000043B624EE0E8052C07FEE1527885F4440,andrewflowers,POINT,40.74634255,-74.00091127,4,2,mn
10193,0101000020E610000037EB847E837F52C045479307F95E4440,ChefBrianTsao,POINT,40.74197478,-73.99240077,4,2,mn
10206,0101000020E61000005F609844247F52C02C932B06595D4440,MiaKuna_,POINT,40.7292793,-73.98658862,4,2,mn
10222,0101000020E6100000E8F671B8BF7F52C0C5232B9E7E5D4440,LizSeagle,POINT,40.73042657,-73.99607669,4,2,mn
10223,0101000020E6100000F56E45C56C7E52C03664F2BC8A5D4440,gjmrocker93,POINT,40.73079645,-73.97538883,4,2,mn
10248,0101000020E6100000C900B3EF487F52C0340CA349F75E4440,jusmitchellll,POINT,40.74192162,-73.98882668,4,2,mn
10258,0101000020E61000008A711F35FD7E52C0E4A08499365E4440,nichole_b,POINT,40.73604125,-73.98420456,4,2,mn
10293,0101000020E61000003668D8BD8F8052C064E067F90D5E4440,MAIGOODIES,POINT,40.73480146,-74.00877329,4,2,mn
10302,0101000020E6100000580B81964D7F52C09D2E0751A95D4440,TAYDORBZ,POINT,40.73172963,-73.98911059,4,2,mn
10307,0101000020E610000065EC19FCDC7F52C0146B44722A5E4440,JsDnL,POINT,40.73567036,-73.99786284,4,2,mn
10315,0101000020E6100000A4073695227F52C0F936D45ADE5E4440,adamreiner,POINT,40.74116073,-73.98648577,4,2,mn
10331,0101000020E61000006E33D3C53F8052C04CD335CD9A5D4440,RachelEtNicole,POINT,40.73128667,-74.00389238,4,2,mn
10334,0101000020E6100000D120054FE17E52C01B116B75625E4440,Sashagabb,POINT,40.73737972,-73.98250175,4,2,mn
10340,0101000020E61000003EC6C318A47F52C0BA6634EA885E4440,MichaelCovelli,POINT,40.73855331,-73.99439067,4,2,mn
10349,0101000020E6100000F17EFD8C627F52C0E4501AC5CD5E4440,NNatella,POINT,40.7406546,-73.99039006,4,2,mn
10350,0101000020E61000001EC81740FA7E52C026649425C25D4440,yvanscher,POINT,40.73248739,-73.98402407,4,2,mn
10375,0101000020E6100000780CB00B967F52C0E2FB2CE0AF5D4440,thisguysfood,POINT,40.7319298,-73.99353306,4,2,mn
10379,0101000020E6100000B16FE5F48E8052C0332D9895795F4440,SkatePops,POINT,40.74589796,-74.00872538,4,2,mn
10401,0101000020E61000006B63AA68C57F52C02820F5F0C85E4440,rachel_toole,POINT,40.74050724,-73.99642388,4,2,mn
10405,0101000020E6100000DBB39DA55A7F52C0097F6D9A4A5D4440,fablivingnyc,POINT,40.72883921,-73.98990765,4,2,mn
10406,0101000020E61000003E1E3C0B697F52C0202DC6A71D5F4440,Kiartu88A,POINT,40.74309251,-73.99078637,4,2,mn
10409,0101000020E61000003D90C4E4F07E52C09FDB327D025D4440,soupfriend,POINT,40.72663846,-73.98345298,4,2,mn
10412,0101000020E610000055ABE959D47F52C0FFC1D19FC75D4440,saminarind,POINT,40.73265455,-73.99733589,4,2,mn
10427,0101000020E6100000D77A54364B7F52C0AC59E343BB5E4440,lauragarza,POINT,40.74008988,-73.98896559,4,2,mn
10430,0101000020E6100000B1ACB0F0607F52C073DA1156FC5E4440,lindseyhannahg,POINT,40.74207569,-73.99029176,4,2,mn
10457,0101000020E61000008795C09C8F7F52C01C2187B19A5E4440,zeromcornejo,POINT,40.73909587,-73.9931404,4,2,mn
10463,0101000020E6100000D3BF0387007F52C0F59C15CDDA5D4440,reinaterror,POINT,40.73323978,-73.98440719,4,2,mn
10472,0101000020E610000092052BD2AD7F52C0F6E38275945D4440,tina_russellll,POINT,40.73109311,-73.99498419,4,2,mn
10482,0101000020E6100000B187D5A3997F52C080F214C56D5F4440,fashionistagal1,POINT,40.74553741,-73.99375244,4,2,mn
10496,0101000020E6100000B159E48D427F52C02E4180EB0E5E4440,MilanLucheck,POINT,40.73483032,-73.98843715,4,2,mn
10503,0101000020E6100000E92828C1328052C0B67E3CEC6C5E4440,msingleton,POINT,40.73769906,-74.00309781,4,2,mn
10508,0101000020E6100000AF6C512C987F52C022041EF7315E4440,Southern27Charm,POINT,40.73589982,-73.99366291,4,2,mn
10515,0101000020E6100000552AD1276C7F52C0A3584D5B4C5E4440,chicfbdotcom,POINT,40.73670522,-73.99097629,4,2,mn
10522,0101000020E610000093D264AD3E8052C043908312E65D4440,BGyss,POINT,40.73358375,-74.00382552,4,2,mn
10525,0101000020E6100000A1E37A46287F52C07A441A4F635D4440,j__shap,POINT,40.72959317,-73.98683321,4,2,mn
10527,0101000020E6100000798AC1687B7F52C0523483B6A45D4440,LeslieFeffer,POINT,40.73158914,-73.9919073,4,2,mn
10557,0101000020E61000007ABD7F1CA27F52C0F7AEFF42A85D4440,ed_legend,POINT,40.73169744,-73.99426949,4,2,mn
10567,0101000020E6100000838769DFDC7E52C0A06EA0C03B5D4440,anntmaimnyc,POINT,40.728386,-73.982231,4,2,mn
10569,0101000020E6100000A6C5AE27597F52C0F1FAE5F63F5D4440,Kurisu______,POINT,40.72851454,-73.98981659,4,2,mn
10579,0101000020E610000020BCB0140D8052C0507843F9065E4440,SarahChampion,POINT,40.73458782,-74.00079839,4,2,mn
10588,0101000020E610000095430FA5CB7F52C02F711E2D525D4440,vennifer,POINT,40.72907032,-73.99680449,4,2,mn
10594,0101000020E6100000D3AC43A0407F52C02783C4F23E5D4440,rjacoby13,POINT,40.72848353,-73.98831946,4,2,mn
10624,0101000020E6100000E4FAD236D97F52C0F287D139E05D4440,Nick_Solares,POINT,40.73340533,-73.9976327,3,2,mn
10629,0101000020E6100000A0D83319C87E52C0146BE1476F5E4440,margot_lewis,POINT,40.73777102,-73.98096304,3,2,mn
10636,0101000020E6100000A3210460937F52C036B43B830A5E4440,I_idreamy,POINT,40.73469582,-73.99337006,3,2,mn
10651,0101000020E6100000A52D111CD57F52C06B46C49C395E4440,taydolven,POINT,40.73613319,-73.99738218,3,2,mn
10655,0101000020E610000058D94655B67F52C07246FF918A5E4440,sianpierre,POINT,40.73860383,-73.99550373,3,2,mn
10661,0101000020E6100000BA55C675427F52C0C16457182A5E4440,paoutte,POINT,40.73565964,-73.9884314,3,2,mn
10674,0101000020E61000008337FF0AF47F52C017BB7D56995E4440,Daria_Fain,POINT,40.7390545,-73.9992702,3,2,mn
10678,0101000020E6100000E0CF3AF4E77E52C097088EAAAA5D4440,Helentobey,POINT,40.73177082,-73.98290735,3,2,mn
10697,0101000020E6100000FBC10A018A7F52C086F2D3F2625D4440,caroline_keegan,POINT,40.72958217,-73.9927981,3,2,mn
10703,0101000020E6100000BB323D9B348052C0AC4BF86B535F4440,chefmikeA,POINT,40.74473333,-74.00321084,3,2,mn
10705,0101000020E610000080DFD816128052C0978D10167C5E4440,the_realdkd,POINT,40.73816181,-74.00110408,3,2,mn
10707,0101000020E610000087E6532A557F52C0DB1E39A91A5D4440,Adellelin,POINT,40.72737613,-73.98957308,3,2,mn
10724,0101000020E6100000D80617C04E7F52C05C1BCF0C875E4440,mattbasso,POINT,40.7384964,-73.98918154,3,2,mn
10731,0101000020E6100000E54691B5868052C0F73C7FDAA85E4440,JoshIkram,POINT,40.739528,-74.008222,3,2,mn
10738,0101000020E610000021A7B758747F52C02C7BF93AFC5E4440,Marvin_Mathew,POINT,40.74207246,-73.99147623,3,2,mn
10743,0101000020E61000004F3FA88B147F52C084D6C397895E4440,esotericvelvet,POINT,40.738574,-73.985629,3,2,mn
10754,0101000020E6100000A2851D290F8052C0748677F3B35E4440,agabiotico,POINT,40.73986667,-74.00092533,3,2,mn
10759,0101000020E610000014E17030257F52C08CD92F2BD65C4440,erikinternet,POINT,40.72528591,-73.98664485,3,2,mn
10786,0101000020E610000064E8B7333C7F52C07083D2FEA45E4440,lizzyreek,POINT,40.73941026,-73.98804944,3,2,mn
10787,0101000020E6100000C197BA129E7F52C0B9544203735F4440,brtaleex,POINT,40.74569741,-73.99402302,3,2,mn
10808,0101000020E610000061E654956A7F52C05B24AB2A4D5D4440,mlee282828,POINT,40.72891744,-73.99088033,3,2,mn
10813,0101000020E6100000301D4A1F807E52C044C9609CAA5D4440,RobertJMartinTX,POINT,40.73176913,-73.97656996,3,2,mn
10862,0101000020E610000058A76F3EDA7E52C015BABF38405D4440,Yooo_Gano,POINT,40.72852239,-73.98207055,3,2,mn
10868,0101000020E6100000AD5259986E7F52C076A71A41D35D4440,wolverisis,POINT,40.73300947,-73.99112519,3,2,mn
10869,0101000020E6100000A59A61BC897F52C07E13D065665F4440,jennsurvive,POINT,40.74531243,-73.99278173,3,2,mn
10875,0101000020E610000013CF9F57B87E52C00F3AF083565E4440,spectro_radio,POINT,40.73701524,-73.98000136,3,2,mn
10883,0101000020E6100000F7A6D016637F52C0A6AD7C5C3C5D4440,arj_shiv,POINT,40.72840458,-73.99042292,3,2,mn
10884,0101000020E61000004F7C52797D7F52C0EDB7FADA485F4440,brittvermilyea,POINT,40.74441087,-73.99203332,3,2,mn
10897,0101000020E61000004B0F3B3ACB7F52C06ADE507C255F4440,aliama,POINT,40.74333147,-73.99677902,3,2,mn
10922,0101000020E610000057DA3563C97F52C0BDCEE1B5A65E4440,AlexMcQ,POINT,40.7394626,-73.99666672,3,2,mn
10941,0101000020E61000002265B423CF7E52C0F8B68928605E4440,TACHARRA,POINT,40.73730952,-73.98139279,3,2,mn
10951,0101000020E6100000726E13EE957F52C00466F0BD605E4440,ftasterblog,POINT,40.73732733,-73.993526,3,2,mn
10956,0101000020E61000004BA0560BCB7E52C0141471009E5D4440,judochop,POINT,40.73138433,-73.98114284,3,2,mn
10966,0101000020E6100000A53FC957617F52C0F4B9E2FBC55D4440,dhatcracka,POINT,40.73260449,-73.99031634,3,2,mn
10975,0101000020E61000004EB340BB437F52C02F982ADE695D4440,MarielMendoza,POINT,40.72979333,-73.988509,3,2,mn
10989,0101000020E61000006FF23A66097F52C0C2FA1E79105E4440,Gab_a_lab,POINT,40.73487772,-73.98494869,3,2,mn
10998,0101000020E61000007E4F93B6448052C09DD79609585F4440,patrickrousseau,POINT,40.74487419,-74.00419392,3,2,mn
11011,0101000020E610000062282F4B9E7F52C064BD079EB15D4440,vinwick,POINT,40.73198295,-73.99403648,3,2,mn
11021,0101000020E6100000CF0EFACAAA7F52C040A1BF4CEB5E4440,LOTUS_SOCIETY,POINT,40.74155578,-73.99479937,3,2,mn
11038,0101000020E61000005A16A7B5448052C0F12984FE575F4440,johnjdabrowski,POINT,40.74487287,-74.0041937,3,2,mn
11052,0101000020E6100000959D9F5E807F52C09354A698035F4440,jhandyhamilton,POINT,40.74229725,-73.99221006,3,2,mn
11053,0101000020E61000008ABA83963D8052C09F22456CC95D4440,VRegets,POINT,40.73270944,-74.00375903,3,2,mn
11069,0101000020E610000039E686F0797F52C07CF4E1B4BB5D4440,BeccaMalz,POINT,40.73229085,-73.9918176,3,2,mn
11076,0101000020E61000002A55E408C07F52C09A8125B26A5D4440,joeyfortman,POINT,40.7298186,-73.99609587,3,2,mn
11084,0101000020E610000096928A6BA17F52C0DAE818673E5E4440,GO_Liv7,POINT,40.73627938,-73.9942273,3,2,mn
11089,0101000020E6100000866F2732EF7E52C06DCBBA5E9E5E4440,LucyGoldberg,POINT,40.73920807,-73.98334936,3,2,mn
11136,0101000020E61000005DE66CE8038052C045550218855E4440,LondonRichards,POINT,40.7384367,-74.00023852,3,2,mn
11148,0101000020E6100000BE254A8C2F8052C08A9975AD5A5F4440,ptat22,POINT,40.74495476,-74.0029021,3,2,mn
11180,0101000020E6100000769FA9F87B7F52C0C0CE8FB7435F4440,DJarquitectura,POINT,40.74425406,-73.99194161,3,2,mn
11187,0101000020E6100000A9B858EE187F52C0FBCC599F725E4440,waeldavis,POINT,40.737873,-73.98589667,3,2,mn
11195,0101000020E61000001288B6E7227F52C0A54EBCDABC5E4440,a_sem91,POINT,40.74013838,-73.98650544,3,2,mn
11196,0101000020E610000015BF522B867F52C0D279A6FA425E4440,WesLuke,POINT,40.73641904,-73.99256404,3,2,mn
11204,0101000020E61000001A3790892F8052C0CF5FCF74825E4440,BeautyBlitz,POINT,40.73835621,-74.00290145,3,2,mn
11210,0101000020E6100000666C642E5B7F52C0D05F09208C5E4440,howiecohen,POINT,40.73865128,-73.98994026,3,2,mn
11229,0101000020E6100000F5415C5A097F52C0E09702EB9B5E4440,yawetse,POINT,40.73913324,-73.98494586,3,2,mn
11252,0101000020E6100000AAF76DEB5B7F52C07A71E2AB1D5F4440,kelli_nak,POINT,40.743093,-73.98998533,3,2,mn
11256,0101000020E6100000C5782865AD7F52C068A7EEE34B5E4440,jasonkarsh,POINT,40.73669099,-73.9949582,3,2,mn
11258,0101000020E610000012C4F5FFDC7F52C09A80BADC3B5F4440,kthai6,POINT,40.74401435,-73.99786376,3,2,mn
11271,0101000020E6100000E4C66791F17E52C0FCC097BA125D4440,ledbettercarly,POINT,40.72713406,-73.98349414,3,2,mn
11280,0101000020E6100000DFA9807B5E8052C08AEFDD49B85E4440,Snakeshoes78,POINT,40.73999904,-74.00576675,3,2,mn
11282,0101000020E6100000884997825E7F52C04826964AAE5E4440,TheBookOfBam,POINT,40.73969395,-73.99014344,3,2,mn
11307,0101000020E6100000D9BFC2B4F57F52C0CA1119F3465F4440,GildaOliveira82,POINT,40.74435271,-73.99937171,3,2,mn
11308,0101000020E6100000FCB4828D087F52C07B19202C3E5D4440,mcliz19,POINT,40.72845985,-73.98489702,3,2,mn
11327,0101000020E6100000FE22703D2D8052C02ED1B41F845D4440,GovernorLa,POINT,40.7305946,-74.00276123,3,2,mn
11329,0101000020E610000089EA52C8FA7F52C04CE37217BC5D4440,BrigitteZRD,POINT,40.7323026,-73.99968155,3,2,mn
11349,0101000020E6100000D4EB79AB2C7F52C007CB9E25445D4440,helloosophialee,POINT,40.72864218,-73.98710143,3,2,mn
11351,0101000020E6100000E6C4C320957F52C02F0C3FD5745D4440,melhugsopera,POINT,40.73012796,-73.99347705,3,2,mn
11366,0101000020E6100000C0355E579F7F52C057A4D3041B5F4440,hashtagkatie13,POINT,40.74301205,-73.99410042,3,2,mn
11395,0101000020E61000008629E342D27F52C04FF6010E425F4440,dirt_cake,POINT,40.74420333,-73.99720833,3,2,mn
11397,0101000020E61000007718AC9BFF7E52C0893BE655005E4440,ADietlin,POINT,40.73438524,-73.98435108,3,2,mn
11406,0101000020E610000081941AD2CF7F52C07BBF8F72495F4440,xAmanda_Rose,POINT,40.74442894,-73.99705937,3,2,mn
11408,0101000020E610000047E7FC14C77F52C0C0AF9124085F4440,NYCSweat,POINT,40.742436,-73.996526,3,2,mn
11418,0101000020E61000009F91A562657E52C099BCE057D55D4440,borbay,POINT,40.73307322,-73.97493807,3,2,mn
11419,0101000020E6100000D412E986BF7F52C05D05E7429B5D4440,RScotland,POINT,40.7313007,-73.99606488,3,2,mn
11425,0101000020E6100000D9BB587B8C7F52C006B98B30455F4440,WhoisSteffReed,POINT,40.744299,-73.99294933,3,2,mn
11452,0101000020E61000006432876A6B7F52C0E0505326105E4440,eggcanvas,POINT,40.73486785,-73.99093116,3,2,mn
11461,0101000020E6100000FF74C959947F52C036A19CAA735F4440,JaciRomeo,POINT,40.74571736,-73.99342961,3,2,mn
11468,0101000020E6100000F05586CCB07F52C0EB4C6748915D4440,monicacasas1,POINT,40.73099618,-73.99516595,3,2,mn
11470,0101000020E610000040A374E99F7E52C0C5969A14D15D4440,kritbug,POINT,40.73294313,-73.97851025,3,2,mn
11472,0101000020E610000070C5ACB4D87F52C04223D8B8FE5D4440,vstarsnstripes,POINT,40.734336,-73.99760167,3,2,mn
11477,0101000020E6100000BAB5F1CC708052C0C53457F6725F4440,RobVentura,POINT,40.74569587,-74.0068848,3,2,mn
11485,0101000020E6100000610165B6187F52C0F6713CB89E5D4440,elehfox,POINT,40.73140624,-73.98588333,3,2,mn
11504,0101000020E6100000AE1FEE2CF27E52C0D5DF7D1B835E4440,kenli729,POINT,40.73837608,-73.98353122,3,2,mn
11524,0101000020E610000044BFB67E3A8052C0B93911D4DB5E4440,TimMarcin,POINT,40.74108363,-74.00357025,3,2,mn
11532,0101000020E61000003F36EA9D217F52C05604E6BEA85D4440,CarrieRDean,POINT,40.73171221,-73.98642681,3,2,mn
11533,0101000020E61000005C1C19D48C7E52C0FE66BD73835D4440,charlesrockhill,POINT,40.7305741,-73.97734549,3,2,mn
11535,0101000020E6100000EE320DD4F37F52C0A37CBDD2645F4440,WhatTheLauf,POINT,40.74526438,-73.9992571,3,2,mn
11538,0101000020E610000005172B6A707F52C03146A0D1885D4440,DoreenWinkler,POINT,40.73073788,-73.99123625,3,2,mn
11549,0101000020E610000091BCADD30C7F52C069A641F2CA5E4440,sandyalbert,POINT,40.74056843,-73.98515789,3,2,mn
11552,0101000020E61000006398F2A5208052C0296D9A0C015F4440,CarrieStevens25,POINT,40.74221952,-74.00199269,3,2,mn
11556,0101000020E610000012382B05D17F52C0FD65BD39585F4440,raptoradapter,POINT,40.74487993,-73.99713258,3,2,mn
11565,0101000020E6100000ECA054F3437F52C0006D2F920B5E4440,davegr0hl,POINT,40.73472812,-73.98852237,3,2,mn
11568,0101000020E6100000DE7536E49F7E52C0A439B2F2CB5C4440,Bri2BooGie,POINT,40.724974,-73.978509,3,2,mn
11572,0101000020E6100000C1A9935CD37F52C0EE114107A35D4440,buffybestcat,POINT,40.73153773,-73.99727549,3,2,mn
11588,0101000020E610000019260978887F52C0DCCE08803B5F4440,gcavallarophoto,POINT,40.7440033,-73.9927044,3,2,mn
11590,0101000020E610000023D8D90C477F52C0B62DCA6C105D4440,Pattyquin,POINT,40.72706375,-73.98871156,3,2,mn
11608,0101000020E6100000862DC943D77F52C0A6E8509F475E4440,Fashion_AtLarge,POINT,40.73656074,-73.99751372,3,2,mn
11610,0101000020E61000001D6BB1A1FC7E52C076A1C1BFEB5E4440,Lode_Flor,POINT,40.74156949,-73.98416941,3,2,mn
11626,0101000020E61000000FDAC42CE87E52C0271DFEFD565E4440,poloshot,POINT,40.73702979,-73.98292083,3,2,mn
11632,0101000020E6100000303CC479977F52C07B76AF496D5D4440,chichaaang,POINT,40.7298977,-73.99362034,3,2,mn
11634,0101000020E6100000B90AD6F6FE7F52C0D190F128955E4440,perufinest,POINT,40.738927,-73.99993678,3,2,mn
11647,0101000020E61000008F5E05DF917F52C08D2FD272BD5E4440,JToTheSal,POINT,40.74015651,-73.99327827,3,2,mn
11648,0101000020E6100000C315AB619A7F52C0D525A1FCF65E4440,ChristophJes,POINT,40.74191244,-73.9937977,3,2,mn
11653,0101000020E610000076A3B0076A8052C0FBE4494E7D5E4440,BenGettinger,POINT,40.73819903,-74.00647156,3,2,mn
11666,0101000020E6100000A3E9EC64708052C0B6696CAF055F4440,whathewears,POINT,40.742361,-74.00686,3,2,mn
11675,0101000020E6100000470D1AB84B7F52C019B8D13A895D4440,KeithFerrara,POINT,40.73075042,-73.98899653,3,2,mn
11679,0101000020E61000000C0DDD4F7A7F52C0D5B8B3863D5F4440,Buhsifer,POINT,40.74406513,-73.99184033,3,2,mn
11721,0101000020E6100000B80F2F3E7B7F52C08932E929D15E4440,raena_m,POINT,40.74075817,-73.99189715,3,2,mn
11722,0101000020E6100000C4256473178052C0820F4ED9A35D4440,_AJCole,POINT,40.73156277,-74.00143132,3,2,mn
11728,0101000020E61000005CD120E4008052C0FDF1240A295E4440,ejny,POINT,40.73562743,-74.00005439,3,2,mn
11748,0101000020E6100000E5F770A8238052C0DE672AFECE5D4440,CaitieRose22,POINT,40.73287942,-74.00217639,3,2,mn
11753,0101000020E6100000519D929C617F52C0645EC3E30D5E4440,miiszstarr,POINT,40.73479888,-73.99033274,3,2,mn
11794,0101000020E61000006E0E21F8298052C006A60D66975F4440,AjDont,POINT,40.74680782,-74.0025616,3,2,mn
11806,0101000020E61000002C6519E2587F52C0742497FF905E4440,gregzappile,POINT,40.7388,-73.9898,3,2,mn
11829,0101000020E61000008E3A7CCA187F52C0ABBD80451B5E4440,rogerhumanbeing,POINT,40.73520726,-73.98588812,3,2,mn
11839,0101000020E6100000FC71FBE5537F52C02ADDC091FE5E4440,CaginDevecioglu,POINT,40.74214384,-73.98949575,3,2,mn
11844,0101000020E6100000AE92D96AA07F52C0C980E484A65E4440,karanmrmr,POINT,40.73945676,-73.9941661,3,2,mn
11847,0101000020E6100000137BCB49A67F52C0855561D8065E4440,aptmoda,POINT,40.7345839,-73.99452443,3,2,mn
11850,0101000020E61000007825C9737D8052C007962364205F4440,MicheleLaudig,POINT,40.743176,-74.007657,3,2,mn
11859,0101000020E6100000EBC6FD3F358052C080A9F27FBF5D4440,RogNyc77,POINT,40.73240661,-74.00325012,3,2,mn
11861,0101000020E6100000EF66365D498052C05AA1E5CC385F4440,ValeSiragusa,POINT,40.74392091,-74.00447779,3,2,mn
11865,0101000020E610000070A52AAFCD7F52C0CB788468675D4440,vemana,POINT,40.72971827,-73.99692897,3,2,mn
11887,0101000020E6100000B04CE8C3AD7F52C04321E1FFB75D4440,FraPol11,POINT,40.73217772,-73.99498079,3,2,mn
11893,0101000020E61000001D978AF0637F52C04A9992B4345E4440,jessicica14,POINT,40.73598344,-73.99047483,3,2,mn
11904,0101000020E61000004F436D7EB07F52C09A8B4B97765E4440,magicalmisstari,POINT,40.73799411,-73.99514733,3,2,mn
11917,0101000020E610000077D66EBBD07E52C00CF161595D5D4440,elenasgarrido,POINT,40.72941129,-73.98149,3,2,mn
11919,0101000020E6100000043222EEBD7F52C0B93A5B9B215F4440,haroldisasis,POINT,40.7432131,-73.99596742,3,2,mn
11922,0101000020E61000008BE61AC9D27F52C0CC43A67C085E4440,BostonGalaGirls,POINT,40.734634,-73.99724033,3,2,mn
11929,0101000020E61000009EE60DC5977E52C02C467E79D85D4440,connor,POINT,40.73316878,-73.97801329,3,2,mn
11932,0101000020E6100000DC24EDE3B47F52C0027E8D24415E4440,BinaSchmidt,POINT,40.736363,-73.99541567,3,2,mn
11937,0101000020E61000006E5BE721CB7F52C0C4E9245B5D5E4440,mizzoudmbfan,POINT,40.737224,-73.99677322,3,2,mn
11955,0101000020E610000032399425A37F52C0F0D12C1A7C5D4440,DanielRSquared,POINT,40.7303498,-73.99433269,3,2,mn
11962,0101000020E61000004E5E8510A77F52C0C3A57C6B545E4440,LeCityKitty,POINT,40.73695129,-73.99457181,3,2,mn
11971,0101000020E610000017BB1A2CDE7E52C04D5BAF2B5E5E4440,kimmfoote,POINT,40.73724886,-73.98231032,3,2,mn
11981,0101000020E6100000ADADAFE0C47F52C0AFD72E4C2A5F4440,Lily_Noemi2,POINT,40.74347832,-73.99639146,3,2,mn
12000,0101000020E610000056FD6384248052C03C9F641FA25E4440,derektvproducer,POINT,40.73932259,-74.00222883,3,2,mn
12002,0101000020E6100000F7B88852AF7E52C089D6A3D3675E4440,Jess_S_Kramer,POINT,40.73754354,-73.97945083,3,2,mn
12004,0101000020E610000099AFDC1C387F52C03B969072245E4440,hyanggi,POINT,40.73548729,-73.98779985,3,2,mn
12011,0101000020E610000093482E413E7F52C0BAFED966155E4440,matthijs,POINT,40.73502813,-73.98817472,3,2,mn
12018,0101000020E6100000D35704BDBF7F52C0ED47279EF55D4440,iamcuriousmauve,POINT,40.73405816,-73.99607778,3,2,mn
12019,0101000020E6100000FD15AE1E228052C01B244C6A4B5E4440,SandyHookKdCntr,POINT,40.73667649,-74.00208251,3,2,mn
12035,0101000020E61000004B77F8E7B97F52C0D96708A69E5E4440,MeganTomasz,POINT,40.73921657,-73.99572181,3,2,mn
12039,0101000020E61000009341A495317F52C05C51EF4EE35D4440,themariobee,POINT,40.7334994,-73.9874014,3,2,mn
12064,0101000020E6100000EEBB3B95407F52C0BE09F0A33B5E4440,P_Lyons_,POINT,40.73619508,-73.98831683,3,2,mn
12065,0101000020E610000077C7180EBA7F52C0E916D3AFA15D4440,gugabrennand,POINT,40.73149679,-73.9957309,3,2,mn
12075,0101000020E6100000D34DA42C6A8052C00A641B5DCA5D4440,Enzordon,POINT,40.73273815,-74.00648037,3,2,mn
12090,0101000020E61000000E14360B4D7F52C09DD15E96595D4440,SpotDessertBar,POINT,40.72929649,-73.98907738,3,2,mn
12092,0101000020E61000000083CDCE1C7F52C0387D66DEE45C4440,MrPeterReyes,POINT,40.72573452,-73.98613329,3,2,mn
12108,0101000020E610000004B959F6438052C0637A67591C5E4440,benbrooksny,POINT,40.73524015,-74.00414809,3,2,mn
12124,0101000020E6100000A08C1270DF7E52C01495CB4E585E4440,casperinna,POINT,40.73706994,-73.98238756,3,2,mn
12130,0101000020E61000009FACF79F657F52C04CE6B397485E4440,TheSparkGroup,POINT,40.73659035,-73.99057769,3,2,mn
12132,0101000020E610000027B5615ED17F52C03E7DC2E19E5F4440,BenMann10,POINT,40.74703619,-73.99715385,3,2,mn
12133,0101000020E610000012507EDE967E52C0BC9DB790CB5D4440,Sharp_Chedder,POINT,40.73277482,-73.97795832,3,2,mn
12142,0101000020E6100000E141B3EB5E7F52C02BE4A5F6FD5C4440,escalade48,POINT,40.72650035,-73.9901685,3,2,mn
12163,0101000020E6100000DEEF48A3DF7E52C08F5F2E98AE5E4440,HugoTweetsLife,POINT,40.7397032,-73.98239977,3,2,mn
12194,0101000020E610000046F88B97B67F52C08CA860BFED5E4440,btgoldman,POINT,40.74163048,-73.99551953,3,2,mn
12197,0101000020E61000001F02DC66097F52C018FF0438B95E4440,chypete,POINT,40.74002743,-73.98494884,3,2,mn
12214,0101000020E61000002BC61239F17E52C09CE0176EAB5E4440,greenalaa,POINT,40.73960663,-73.98347308,3,2,mn
12224,0101000020E6100000BBF537F4188052C003F89FE3405F4440,BunBoyEats,POINT,40.74416776,-74.00152307,3,2,mn
12231,0101000020E6100000E07D1B838A7F52C0D3E310D41D5D4440,greeneggndsam,POINT,40.72747279,-73.99282911,3,2,mn
12250,0101000020E6100000DA3A38D8DB7F52C0EE5AA568A35F4440,fermedinae,POINT,40.74717434,-73.99779325,3,2,mn
12255,0101000020E610000025BB4689E57E52C00B8A93B9815E4440,ohmagicohwonder,POINT,40.73833389,-73.98275978,3,2,mn
12267,0101000020E61000000A3B7B1D278052C0C26AEA441B5F4440,dottorefalco,POINT,40.74301969,-74.0023874,3,2,mn
12271,0101000020E6100000AEA74EEE548052C043F3ADCD4E5E4440,tylerdavidmarr,POINT,40.73677989,-74.00518377,3,2,mn
12282,0101000020E61000002E98AE16CE7F52C0514A0856555D4440,marvinfosterjr,POINT,40.72916675,-73.99695365,3,2,mn
12284,0101000020E6100000C165C2ED187F52C0AD4D426D445E4440,anthonytshering,POINT,40.73646322,-73.98589653,3,2,mn
12288,0101000020E6100000ED7D2E43317F52C0721B478B375E4440,henryhan20,POINT,40.73607007,-73.98738174,3,2,mn
12318,0101000020E61000002FD3614B307F52C0A7FB0815FF5C4440,tarantallegra,POINT,40.72653449,-73.98732266,3,2,mn
12322,0101000020E610000040D2D0D4657F52C012BDCE7E0B5E4440,andie_safon,POINT,40.73472581,-73.99059029,3,2,mn
12330,0101000020E61000002CF4A0248D7F52C04276FFD4CF5D4440,ChrisPorcelli,POINT,40.73290503,-73.99298969,3,2,mn
