,Unnamed: 0,UserID,Username,Tweeted_At,Tweet ID,Location,Geo,Place,Profile_Create_at,Retweeted_Count,Text,geometry,datetime
48249,52990,,MrNaassir,Mon Feb 09 22:03:05 +0000 2015,564907364563025922,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.6906234, -73.8236786]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,@brookejune9 http://t.co/Wfs1gQQZ1K,POINT (40.6906234 -73.82367859999999),2015-02-09 22:03:05
48389,53130,,MrNaassir,Mon Feb 09 21:58:41 +0000 2015,564906255731658753,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.6905861, -73.82390989]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,"@b13436527cee4e9:@nsmo2 @Queen_manal @KmQlJjrqkTxdRyE 9 http://t.co/vWqS1HSONO
SubhanAllah",POINT (40.6905861 -73.82390989),2015-02-09 21:58:41
48562,53303,,MrNaassir,Mon Feb 09 21:52:43 +0000 2015,564904752870600704,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.6904596, -73.82384273]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@AfredoMM1965: @MrNaassir merci beaucoup ! 

Dear you are most welcome",POINT (40.6904596 -73.82384273),2015-02-09 21:52:43
48583,53324,,MrNaassir,Mon Feb 09 21:51:55 +0000 2015,564904552747773952,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69052428, -73.82379427]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,@almohid @dermott_ann @GCHDutta @Domi52778 @Leonor188 @roseflourish_13 @space_mattt http://t.co/inImSaTgtH,POINT (40.69052428 -73.82379426999999),2015-02-09 21:51:55
48589,53330,,MrNaassir,Mon Feb 09 21:51:34 +0000 2015,564904465212669952,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69052428, -73.82379427]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,@royca60 @almohid @Leonor188 @dermott_ann @GCHDutta @Domi52778 @roseflourish_13 @space_mattt http://t.co/GYi45tVsNq,POINT (40.69052428 -73.82379426999999),2015-02-09 21:51:34
48596,53337,,MrNaassir,Mon Feb 09 21:51:23 +0000 2015,564904417124954114,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69057559, -73.82374731]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,2,@dermott_ann @almohid @GCHDutta @Domi52778 @Leonor188 @roseflourish_13 @space_mattt http://t.co/ghPirkzQTd,POINT (40.69057559 -73.82374731),2015-02-09 21:51:23
48614,53355,,MrNaassir,Mon Feb 09 21:51:01 +0000 2015,564904324577656834,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69053396, -73.82380946]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,2,@almohid @dermott_ann @GCHDutta @Domi52778 @Leonor188 @roseflourish_13 @space_mattt http://t.co/27a5x187PC,POINT (40.69053396 -73.82380946000001),2015-02-09 21:51:01
48639,53380,,MrNaassir,Mon Feb 09 21:50:22 +0000 2015,564904163113701379,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69053242, -73.8238163]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,"@AfredoMM1965: @MrNaassir waouh! 
Thanks 
You are most welcome Dear",POINT (40.69053242 -73.8238163),2015-02-09 21:50:22
48652,53393,,MrNaassir,Mon Feb 09 21:49:44 +0000 2015,564904004988465153,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69053242, -73.8238163]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@oguz33992 
   
Thank you to everyone following me
Gracias Por Seguirme
     http://t.co/0a0Q4u5rC9",POINT (40.69053242 -73.8238163),2015-02-09 21:49:44
48679,53420,,MrNaassir,Mon Feb 09 21:48:55 +0000 2015,564903796195991553,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69055051, -73.82376511]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@GuntarsGintet: ""@m_yosry2012: Nice http://t.co/EDAaFbV0rD""
Beautiful captured",POINT (40.69055051 -73.82376511),2015-02-09 21:48:55
48691,53432,,MrNaassir,Mon Feb 09 21:48:23 +0000 2015,564903665312735233,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69055051, -73.82376511]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@GuntarsGintet: http://t.co/xQY0cscz4r
",POINT (40.69055051 -73.82376511),2015-02-09 21:48:23
48701,53442,,MrNaassir,Mon Feb 09 21:47:57 +0000 2015,564903554583105536,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69043819, -73.8238058]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@GuntarsGintet:            http://t.co/tAZgqykIqF
So Lovely",POINT (40.69043819 -73.8238058),2015-02-09 21:47:57
48728,53469,,MrNaassir,Mon Feb 09 21:47:16 +0000 2015,564903382851543040,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69043819, -73.8238058]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@herbertmatteie: Save Today 
by Seether. 
http://t.co/yXF0OtB2Jr http://t.co/foTBSumN1X
",POINT (40.69043819 -73.8238058),2015-02-09 21:47:16
48768,53509,,MrNaassir,Mon Feb 09 21:46:03 +0000 2015,564903074826047488,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.6905192, -73.82378902]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,2,"@ginesa1:""@2003b0a537424d6: http://t.co/MD9p0elBgi""
Wow Beautiful shot",POINT (40.6905192 -73.82378902000001),2015-02-09 21:46:03
48865,53606,,MrNaassir,Mon Feb 09 21:43:35 +0000 2015,564902457281880065,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.690553, -73.82372641]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,"@AfredoMM1965: @MrNaassir thank you very much! 
Lovely pictures 
ANGELAyou are most welcome
Dear http://t.co/V8jezdFSbr",POINT (40.690553 -73.82372641000001),2015-02-09 21:43:35
48984,53725,,MrNaassir,Mon Feb 09 21:39:38 +0000 2015,564901463152164864,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69050972, -73.82389389]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@BonnieTalintha:
""@AcWgst: @SofaFloresVaca: @MarionSpekker Gracias ! http://t.co/zFLLchJFNg""How you like me now?!!!
Beautiful shot",POINT (40.69050972 -73.82389388999999),2015-02-09 21:39:38
49076,53817,,MrNaassir,Mon Feb 09 21:36:45 +0000 2015,564900735671107584,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69046466, -73.82383537]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,"@AfredoMM1965: @MrNaassir merci beaucoup 
You are most welcome Dear http://t.co/UWMDcgu4mt",POINT (40.69046466 -73.82383537),2015-02-09 21:36:45
49157,53898,,MrNaassir,Mon Feb 09 21:33:50 +0000 2015,564900001655304193,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69047173, -73.82390032]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,"@mohamd_s: @MrNaassir 
Thank you too sir
Dear Brotheryou are most
welcome http://t.co/XP4gWPZ8Nr",POINT (40.69047173 -73.82390032000001),2015-02-09 21:33:50
49265,54006,,MrNaassir,Mon Feb 09 21:30:30 +0000 2015,564899162077265920,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69056621, -73.82383686]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,@AfredoMM1965 http://t.co/gOb73U8RNj,POINT (40.69056621 -73.82383686),2015-02-09 21:30:30
49319,54060,,MrNaassir,Mon Feb 09 21:28:48 +0000 2015,564898735160061954,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69058576, -73.82377614]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@warzko: @MrNaassir Hi Nasir Uddin, thanks you for following.
You are most welcome Dear http://t.co/rWCpuXXhvu",POINT (40.69058576 -73.82377614000001),2015-02-09 21:28:48
49343,54084,,MrNaassir,Mon Feb 09 21:27:54 +0000 2015,564898509045112834,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69056946, -73.82376475]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,@LennaLeprena http://t.co/7mewGq36Mz,POINT (40.69056946 -73.82376475),2015-02-09 21:27:54
49360,54101,,MrNaassir,Mon Feb 09 21:27:21 +0000 2015,564898368460443648,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69050931, -73.82388267]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,"@mohamd_s: @MrNaassir 
Thanks Dear http://t.co/UZMBTper5u",POINT (40.69050931 -73.82388267),2015-02-09 21:27:21
49418,54159,,MrNaassir,Mon Feb 09 21:25:39 +0000 2015,564897944806387713,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69050931, -73.82388267]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,"@5555zzz_86:   !!! http://t.co/8OVa6MFVfH http://t.co/lzmqTZZiec
Healthy food",POINT (40.69050931 -73.82388267),2015-02-09 21:25:39
49488,54229,,MrNaassir,Mon Feb 09 21:23:33 +0000 2015,564897413056692224,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69054511, -73.8237657]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,@MO_NICA22 http://t.co/crfhWsH1eJ,POINT (40.69054511 -73.8237657),2015-02-09 21:23:33
49505,54246,,MrNaassir,Mon Feb 09 21:23:01 +0000 2015,564897278788657152,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69054505, -73.82378612]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,@MO_NICA22 http://t.co/ytqXabR1XV,POINT (40.69054505 -73.82378611999999),2015-02-09 21:23:01
49574,54315,,MrNaassir,Mon Feb 09 21:20:23 +0000 2015,564896617191731200,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69054916, -73.82384895]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,http://t.co/hj1SDDpGm6,POINT (40.69054916 -73.82384895),2015-02-09 21:20:23
49583,54324,,MrNaassir,Mon Feb 09 21:20:09 +0000 2015,564896556776570880,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69048792, -73.82384548]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,http://t.co/7UCZw8RlkK,POINT (40.69048792 -73.82384548),2015-02-09 21:20:09
49596,54337,,MrNaassir,Mon Feb 09 21:19:51 +0000 2015,564896482009292800,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69048792, -73.82384548]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,http://t.co/qjMW1qXhaF,POINT (40.69048792 -73.82384548),2015-02-09 21:19:51
49602,54343,,MrNaassir,Mon Feb 09 21:19:41 +0000 2015,564896441911361536,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69048792, -73.82384548]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,http://t.co/damaxk4ysg,POINT (40.69048792 -73.82384548),2015-02-09 21:19:41
49604,54345,,MrNaassir,Mon Feb 09 21:19:35 +0000 2015,564896414237741058,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69048792, -73.82384548]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,1,http://t.co/3FeGvXHWfQ,POINT (40.69048792 -73.82384548),2015-02-09 21:19:35
49607,54348,,MrNaassir,Mon Feb 09 21:19:27 +0000 2015,564896384416227328,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69058189, -73.82384261]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,http://t.co/rZZx9Gh58l,POINT (40.69058189 -73.82384261),2015-02-09 21:19:27
49610,54351,,MrNaassir,Mon Feb 09 21:19:17 +0000 2015,564896341340344320,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69055478, -73.82382489]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,http://t.co/FlhpzLwhFo,POINT (40.69055478 -73.82382489),2015-02-09 21:19:17
49615,54356,,MrNaassir,Mon Feb 09 21:18:58 +0000 2015,564896261837705217,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69055478, -73.82382489]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,http://t.co/8baQtRglO5,POINT (40.69055478 -73.82382489),2015-02-09 21:18:58
49620,54361,,MrNaassir,Mon Feb 09 21:18:47 +0000 2015,564896215536771073,New Yark City.New York. U.S.A.,"{u'type': u'Point', u'coordinates': [40.69055478, -73.82382489]}","{u'full_name': u'Queens, NY', u'url': u'https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'00c39537733fa112', u'name': u'Queens'}",Sat Jun 20 00:18:35 +0000 2009,0,http://t.co/ihWUefOZ9Y,POINT (40.69055478 -73.82382489),2015-02-09 21:18:47
